assessment_name,url,description,tags,test_type,norm_name,norm_description,norm_tags
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2120/,"Shanghai, China, Oct 21, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment,"shanghai, china, oct 21, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，talent assessment training 综合课程提供更多选择，让您更好地管理、解释 talent assessment training…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2112/,"Shanghai, China, Feb 11, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment,"shanghai, china, feb 11, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，talent assessment training 综合课程提供更多选择，让您更好地管理、解释 talent assessment training…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2110/,"Thailand, Thailand, Nov 26, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment,"thailand, thailand, nov 26, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2129/,"Shenzhen, China, Feb 11, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment,"shenzhen, china, feb 11, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，talent assessment training 综合课程提供更多选择，让您更好地管理、解释 talent assessment training…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-1933/,"Beijing, China, Dec 17, 2025: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment,"beijing, china, dec 17, 2025: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，talent assessment training 综合课程提供更多选择，让您更好地管理、解释 talent assessment training…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2116/,"Shanghai, China, Jun 24, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment,"shanghai, china, jun 24, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，talent assessment training 综合课程提供更多选择，让您更好地管理、解释 talent assessment training…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2125/,"Beijing, China, Jun 24, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment,"beijing, china, jun 24, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，talent assessment training 综合课程提供更多选择，让您更好地管理、解释 talent assessment training…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2111/,"Shanghai, China, Jan 21, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment,"shanghai, china, jan 21, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，talent assessment training 综合课程提供更多选择，让您更好地管理、解释 talent assessment training…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2109/,"Thailand, Thailand, Sep 24, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment,"thailand, thailand, sep 24, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2107/,"Thailand, Thailand, May 28, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment,"thailand, thailand, may 28, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2115/,"Shanghai, China, May 20, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment,"shanghai, china, may 20, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，talent assessment training 综合课程提供更多选择，让您更好地管理、解释 talent assessment training…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment Training,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-training/,"Dubai , United Arab Emirates, Jan 7, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment training,"dubai , united arab emirates, jan 7, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Personality & Ability Assessment Training,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-training-2158/,"Riyadh, Kingdom of Saudi Arabia, Feb 17, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,personality & ability assessment training,"riyadh, kingdom of saudi arabia, feb 17, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Persoonallisuuden ja kykyjen arvioinnin kurssi (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/persoonallisuuden-ja-kykyjen-arvioinnin-kurssi-%2809-00-12-30%29-2032/,"Online, Finland, May 18, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,persoonallisuuden ja kykyjen arvioinnin kurssi (09.00 - 12.30),"online, finland, may 18, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Persoonallisuuden ja kykyjen arvioinnin kurssi (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/persoonallisuuden-ja-kykyjen-arvioinnin-kurssi-%2809-00-12-30%29-1853/,"Online, Finland, Nov 24, 2025: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,persoonallisuuden ja kykyjen arvioinnin kurssi (09.00 - 12.30),"online, finland, nov 24, 2025: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Persoonallisuuden ja kykyjen arvioinnin kurssi (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/persoonallisuuden-ja-kykyjen-arvioinnin-kurssi-%2809-00-12-30%29-2031/,"Online, Finland, Feb 9, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,persoonallisuuden ja kykyjen arvioinnin kurssi (09.00 - 12.30),"online, finland, feb 9, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Persoonallisuuden ja kykyjen arvioinnin kurssi (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/persoonallisuuden-ja-kykyjen-arvioinnin-kurssi-%2809-00-12-30%29-2033/,"Online, Finland, Sep 28, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,persoonallisuuden ja kykyjen arvioinnin kurssi (09.00 - 12.30),"online, finland, sep 28, 2026: how to select the most suitable tests and questionnaires to assess for a particular role how to administer and score assessments in a range of scenarios how to…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Persoonlijkheids- en Vaardigheidstraining (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/persoonlijkheids-en-vaardigheidstraining-%2809-00-12-30%29-2046/,"Online, Netherlands, Nov 23, 2026: Talent Assessment Training introduceert Blended Learning. De snelste weg naar OPQ (Occupational Personality Questionnaire) en OT (Occupational Testing…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,persoonlijkheids- en vaardigheidstraining (09.00 - 12.30),"online, netherlands, nov 23, 2026: talent assessment training introduceert blended learning. de snelste weg naar opq (occupational personality questionnaire) en ot (occupational testing…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Persoonlijkheids- en Vaardigheidstraining (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/persoonlijkheids-en-vaardigheidstraining-%2809-00-12-30%29-2043/,"Online, Netherlands, Mar 2, 2026: Talent Assessment Training introduceert Blended Learning. De snelste weg naar OPQ (Occupational Personality Questionnaire) en OT (Occupational Testing…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,persoonlijkheids- en vaardigheidstraining (09.00 - 12.30),"online, netherlands, mar 2, 2026: talent assessment training introduceert blended learning. de snelste weg naar opq (occupational personality questionnaire) en ot (occupational testing…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Persoonlijkheids- en Vaardigheidstraining (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/persoonlijkheids-en-vaardigheidstraining-%2809-00-12-30%29-1870/,"Online, Netherlands, Nov 17, 2025: Talent Assessment Training introduceert Blended Learning. De snelste weg naar OPQ (Occupational Personality Questionnaire) en OT (Occupational Testing…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,persoonlijkheids- en vaardigheidstraining (09.00 - 12.30),"online, netherlands, nov 17, 2025: talent assessment training introduceert blended learning. de snelste weg naar opq (occupational personality questionnaire) en ot (occupational testing…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Persoonlijkheids- en Vaardigheidstraining (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/persoonlijkheids-en-vaardigheidstraining-%2809-00-12-30%29-2045/,"Online, Netherlands, Sep 14, 2026: Talent Assessment Training introduceert Blended Learning. De snelste weg naar OPQ (Occupational Personality Questionnaire) en OT (Occupational Testing…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,persoonlijkheids- en vaardigheidstraining (09.00 - 12.30),"online, netherlands, sep 14, 2026: talent assessment training introduceert blended learning. de snelste weg naar opq (occupational personality questionnaire) en ot (occupational testing…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Persoonlijkheids- en Vaardigheidstraining (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/persoonlijkheids-en-vaardigheidstraining-%2809-00-12-30%29-2044/,"Online, Netherlands, Jun 8, 2026: Talent Assessment Training introduceert Blended Learning. De snelste weg naar OPQ (Occupational Personality Questionnaire) en OT (Occupational Testing…",BPO Hiring|Back to Training Calendar|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,persoonlijkheids- en vaardigheidstraining (09.00 - 12.30),"online, netherlands, jun 8, 2026: talent assessment training introduceert blended learning. de snelste weg naar opq (occupational personality questionnaire) en ot (occupational testing…",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|back to training calendar
Professional Recruitment: Future-Proof with a Skills-Based Approach,https://www.shl.com/solutions/talent-acquisition/professional/,"Hiring professionals? Measure job-critical skills, future potential, and culture fit with SHL’s solution for experienced hires.",BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Smart Interview Professional Solution|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K&P,professional recruitment: future-proof with a skills-based approach,"hiring professionals? measure job-critical skills, future potential, and culture fit with shl’s solution for experienced hires.",solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar|smart interview professional solution
Proof Operator - Processing Specialist -Short Form,https://www.shl.com/products/product-catalog/view/proof-operator-processing-specialist-short-form/,Proof Operator - Processing Specialist -Short Form: The Proof Operator – Processing Specialist solution is for entry-level positions that perform basic daily bank operations procedures such as the processing of…,BPO Hiring|Contact Center Hiring|Enterprise Leader Development|Graduate & Early Careers|High Potential Identification|Interviewing|Managed Services|Manager Development|Manager Hiring|Professional Hiring|Retail Hiring|SHL Certification (OPQ/Verify)|Sales Transformation|Services|Skills Development|Solutions|Succession Planning|Talent Acquisition|Talent Management|Talent Mobility|Technology Hiring|Training Calendar|Training Services|Volume Hiring,K,proof operator - processing specialist -short form,proof operator - processing specialist -short form: the proof operator – processing specialist solution is for entry-level positions that perform basic daily bank operations procedures such as the processing of…,solutions|talent acquisition|graduate & early careers|manager hiring|interviewing|technology hiring|professional hiring|volume hiring|bpo hiring|contact center hiring|retail hiring|talent management|succession planning|enterprise leader development|high potential identification|manager development|skills development|sales transformation|talent mobility|services|managed services|training services|shl certification (opq/verify)|training calendar
