assessment_name,url,description,tags,test_type
Virtual Personality & Ability Assessment Training,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-training/,"Online, United Arab Emirates, Apr 1, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Assessor Training,https://www.shl.com/solutions/services/training-calendar/view/assessor-training/,"Dubai, United Arab Emirates, Apr 8, 2026: Assessment and development centres are only as good as the evidence assembled. This course, ideal for HR professionals and line managers who are to act as…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2064/,"Online, UK, Apr 13, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual Personality & Ability Assessment - Professional (4 sessions plus feedback practical),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-professional-%284-sessions-plus-feedback-practical%29-2144/,"Online, South Africa, Apr 14, 2026: A personality questionnaire is a means of obtaining information about a broad range of relevant personality characteristics quickly and objectively. It…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2114/,"Shanghai, China, Apr 15, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2124/,"Beijing, China, Apr 15, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2130/,"Shenzhen, China, Apr 15, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual Competency Based Interviewing,https://www.shl.com/solutions/services/training-calendar/view/virtual-competency-based-interviewing-2161/,"Online, United Arab Emirates, Apr 15, 2026: Competencies now lie at the heart of most organisations' recruitment and development activities. With over 30 years’ experience designing and delivering…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Utbildning i personlighets- och färdighetsbedömning (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/utbildning-i-personlighets-och-f%C3%A4rdighetsbed%C3%B6mning-%2809-00-12-30%29-2054/,"Online, Sweden, Apr 20, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Virtual Assessment & Development Centre Design,https://www.shl.com/solutions/services/training-calendar/view/virtual-assessment-and-development-centre-design-2162/,"Online, United Arab Emirates, Apr 22, 2026: Let us share over 30 years of assessment experience with you on our 2 day Assessment and Development Centre Design workshop. Our highly experienced Consultant…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Virtual Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-2101/,"Online, Singapore, Apr 23, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Sertifisering for personlighets- og evnetester (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/sertifisering-for-personlighets-og-evnetester-%2809-00-12-30%29-2049/,"Online, Norway, Apr 27, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2065/,"Online, UK, Apr 28, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
F2F Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/f2f-personality-and-ability-assessment-2086/,"Hong Kong, Hong Kong, Apr 28, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual COMPD,https://www.shl.com/solutions/services/training-calendar/view/virtual-compd-2163/,"Online, United Arab Emirates, Apr 28, 2026: This course provides hands on experience of systematic job analysis techniques (Card Sorts, Repertory Grid, Critical Incidents and Visionary Interviewing) and…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Course Offerings to Support HR Professionals,https://www.shl.com/solutions/services/training-calendar/?start=75,We offer a wide range of courses designed to support HR professionals based on internationally recognized standards and delivered by experienced HR practitioners.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Vurdering af personlighed og evner (09.00 - 12.30)|Virtual Personality & Ability Assessment Training|Virtual Personality & Ability Assessment (09.00 - 12.30)|Virtual Assessor Training|Personality & Ability Assessment|Virtual Competency Based Interviewing|Virtual Personality & Ability Assessment|Assessor Training|Persoonlijkheids- en Vaardigheidstraining (09.00 - 12.30)|Virtual Personality & Ability Assessment 1:30 - 4:00 PM EDT|Virtual Assessment & Development Centre Design|Previous|1|3|5|8|Next,K&P
Virtual Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-2091/,"Online, Hong Kong, Dec 2, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual Personality & Ability Assessment 1:30 - 4:00 PM EST,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-1-30-4-00-pm-est-2081/,"Online, USA, Dec 7, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual Personality & Ability Assessment (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-%2809-00-12-30%29-2077/,"Online, UK, Dec 8, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Assessment & Development Centre Design,https://www.shl.com/solutions/services/training-calendar/view/assessment-and-development-centre-design-2191/,"Riyadh, Kingdom of Saudi Arabia, Dec 8, 2026: Let us share over 30 years of assessment experience with you on our 2 day Assessment and Development Centre Design workshop. Our highly experienced Consultant…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Virtual Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-2105/,"Online, Singapore, Dec 10, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2122/,"Shanghai, China, Dec 16, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2128/,"Beijing, China, Dec 16, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2134/,"Shenzhen, China, Dec 16, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual Personality & Ability Assessment Training,https://www.shl.com/solutions/services/training-calendar/view/virtual-personality-and-ability-assessment-training-2192/,"Online, United Arab Emirates, Dec 16, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Course Offerings to Support HR Professionals,https://www.shl.com/solutions/services/training-calendar/?start=150,We offer a wide range of courses designed to support HR professionals based on internationally recognized standards and delivered by experienced HR practitioners.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Assessment & Development Centre Design|Virtual Personality & Ability Assessment|Virtual COMPD|F2F Personality & Ability Assessment|Personality & Ability Assessment|Virtual Personality & Ability Assessment Training|Virtual Personality & Ability Assessment (09.00 - 12.30)|Virtual Assessor Training|Vurdering af personlighed og evner (09.00 - 12.30)|Virtual Competency Based Interviewing|Virtual Assessment & Development Centre Design|Persoonlijkheids- en Vaardigheidstraining (09.00 - 12.30)|Previous|1|6|8|Next,K&P
Course Offerings to Support HR Professionals,https://www.shl.com/solutions/services/training-calendar/?start=125,We offer a wide range of courses designed to support HR professionals based on internationally recognized standards and delivered by experienced HR practitioners.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Competency Based Interviewing|Vurdering af personlighed og evner (09.00 - 12.30)|Virtual Personality & Ability Assessment (09.00 - 12.30)|Virtual Personality & Ability Assessment|Virtual Assessment & Development Centre Design|Persoonlijkheids- en Vaardigheidstraining (09.00 - 12.30)|Virtual Personality & Ability Assessment 1:30 - 4:00 PM EDT|Virtual COMPD|Personality & Ability Assessment|Modulo Personalità e Attitudini (09.00 - 12.30)|Virtual Assessor Training|Virtual Advanced User OPQ Training - 2:00 pm - 4:30 pm EDT|Virtual Competency Based Interviewing|Previous|1|5|7|8|Next,K&P
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=12&type=2&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=24&type=2&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=372&type=2&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Financial Services Representative Solution,https://www.shl.com/products/product-catalog/view/financial-services-representative-solution/,Financial Services Representative Solution: The Financial Services Representative solution is for senior-level professional positions in the insurance industry that sell life insurance to businesses and…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Front Desk Associate Solution,https://www.shl.com/products/product-catalog/view/front-desk-associate-solution/,Front Desk Associate Solution: The Front Desk Associate solution is designed for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Gaming Associate Solution,https://www.shl.com/products/product-catalog/view/gaming-associate-solution/,Gaming Associate Solution: The Gaming Associate solution is designed for entry to mid-level positions operating gaming tables. The solution is for highly customer service focused…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Gaming Manager Solution,https://www.shl.com/products/product-catalog/view/gaming-manager-solution/,"Gaming Manager Solution: The Gaming Manager solution is designed for management level positions within the hospitality industry. Sample tasks include managing operations, supervisors…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
General Entry Level - All Industries 7.0 Solution,https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-0-solution/,General Entry Level - All Industries 7.0 Solution: Our General Entry Level – All Industries 7.0 solution is designed for entry-level positions across industries. This solution predicts the following types of…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
General Entry Level - All Industries 7.1 Solution,https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-1-solution/,General Entry Level - All Industries 7.1 Solution: Our General Entry Level – All Industries 7.1 solution is designed for entry-level positions across industries. This solution predicts the following types of…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
General Entry Level - All Industries 7.1(Americas),https://www.shl.com/products/product-catalog/view/general-entry-level-all-industries-7-1%28americas%29/,General Entry Level - All Industries 7.1(Americas): Our General Entry Level – All Industries 7.1 solution is designed for entry-level positions across industries. This solution predicts the following types of…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
General Entry Level – Data Entry 7.0 Solution,https://www.shl.com/products/product-catalog/view/general-entry-level-data-entry-7-0-solution/,General Entry Level – Data Entry 7.0 Solution: Our General Entry Level – Data Entry 7.0 solution is designed for entry-level positions that include entering data into computers or data management systems…,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Graduate + 8.0 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/graduate-8-0-job-focused-assessment/,"Graduate + 8.0 Job Focused Assessment: The Graduate + 8.0 Job Focused Assessment is a short, targeted, globally applicable assessment which includes a short cognitive ability measure. It helps you…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Graduate 7.1 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/graduate-7-1-job-focused-assessment/,Graduate 7.1 Job Focused Assessment: The Graduate 7.1 Job Focused Assessment is designed for professional level positions appropriate for recent college graduates.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Graduate 8.0 Job Focused Assessment,https://www.shl.com/products/product-catalog/view/graduate-8-0-job-focused-assessment-4228/,"Graduate 8.0 Job Focused Assessment : The Graduate 8.0 Job Focused Assessment is a short, targeted, globally applicable assessment to help you identify graduates with the highest potential to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
